000.rules/020.binding/0000201_PERSONA_OS_ROOT_FILE_RULE.md | same_dir_file | missing_file | 000000_PERSONA_OS_CANONICAL_FULL.md | 000.rules/020.binding/000000_PERSONA_OS_CANONICAL_FULL.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 020.architecture/100.security/ | 020.architecture/100.security
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 020.architecture/110.distribution/020.architecture/ | 020.architecture/110.distribution/020.architecture
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 020.architecture/120.external_rights/020.architecture/ | 020.architecture/120.external_rights/020.architecture
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 020.architecture/130.access_license_transfer/020.architecture/ | 020.architecture/130.access_license_transfer/020.architecture
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 020.architecture/170.operations-support/ | 020.architecture/170.operations-support
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 030.model/050.growth/030.model/ | 030.model/050.growth/030.model
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 030.model/060.builder/030.model/ | 030.model/060.builder/030.model
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 030.model/080.runtime_hosting/030.model/ | 030.model/080.runtime_hosting/030.model
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 030.model/090.snapshot/030.model/ | 030.model/090.snapshot/030.model
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 030.model/100.package/030.model/ | 030.model/100.package/030.model
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 030.model/110.distribution/030.model/ | 030.model/110.distribution/030.model
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 030.model/120.external_rights/030.model/ | 030.model/120.external_rights/030.model
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 030.model/130.access_license_transfer/030.model/ | 030.model/130.access_license_transfer/030.model
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 040.runtime/050.growth/040.runtime/ | 040.runtime/050.growth/040.runtime
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 040.runtime/060.builder/040.runtime/ | 040.runtime/060.builder/040.runtime
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 040.runtime/070.visual/040.runtime/ | 040.runtime/070.visual/040.runtime
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 040.runtime/080.runtime_hosting/040.runtime/ | 040.runtime/080.runtime_hosting/040.runtime
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 040.runtime/090.snapshot/040.runtime/ | 040.runtime/090.snapshot/040.runtime
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 040.runtime/100.package/040.runtime/ | 040.runtime/100.package/040.runtime
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 040.runtime/110.distribution/040.runtime/ | 040.runtime/110.distribution/040.runtime
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 040.runtime/120.external_rights/040.runtime/ | 040.runtime/120.external_rights/040.runtime
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 040.runtime/130.access_license_transfer/040.runtime/ | 040.runtime/130.access_license_transfer/040.runtime
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 050.flow/050.growth/050.flow/ | 050.flow/050.growth/050.flow
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 050.flow/060.builder/050.flow/ | 050.flow/060.builder/050.flow
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 050.flow/070.visual/050.flow/ | 050.flow/070.visual/050.flow
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 050.flow/080.runtime_hosting/050.flow/ | 050.flow/080.runtime_hosting/050.flow
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 050.flow/090.snapshot/050.flow/ | 050.flow/090.snapshot/050.flow
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 050.flow/100.package/050.flow/ | 050.flow/100.package/050.flow
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 050.flow/110.distribution/050.flow/ | 050.flow/110.distribution/050.flow
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 050.flow/120.external_rights/050.flow/ | 050.flow/120.external_rights/050.flow
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 050.flow/130.access_license_transfer/050.flow/ | 050.flow/130.access_license_transfer/050.flow
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 060.integration/050.growth/060.integration/ | 060.integration/050.growth/060.integration
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 060.integration/060.builder/060.integration/ | 060.integration/060.builder/060.integration
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 060.integration/070.visual/060.integration/ | 060.integration/070.visual/060.integration
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 060.integration/080.runtime_hosting/060.integration/ | 060.integration/080.runtime_hosting/060.integration
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 060.integration/090.snapshot/060.integration/ | 060.integration/090.snapshot/060.integration
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 060.integration/100.package/060.integration/ | 060.integration/100.package/060.integration
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 060.integration/110.distribution/060.integration/ | 060.integration/110.distribution/060.integration
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 060.integration/120.external_rights/060.integration/ | 060.integration/120.external_rights/060.integration
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 060.integration/130.access_license_transfer/060.integration/ | 060.integration/130.access_license_transfer/060.integration
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 070.operations/050.growth/070.operations/ | 070.operations/050.growth/070.operations
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 070.operations/060.builder/070.operations/ | 070.operations/060.builder/070.operations
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 070.operations/070.visual/070.operations/ | 070.operations/070.visual/070.operations
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 070.operations/080.runtime_hosting/070.operations/ | 070.operations/080.runtime_hosting/070.operations
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 070.operations/090.snapshot/070.operations/ | 070.operations/090.snapshot/070.operations
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 070.operations/100.package/070.operations/ | 070.operations/100.package/070.operations
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 070.operations/110.distribution/070.operations/ | 070.operations/110.distribution/070.operations
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 070.operations/120.external_rights/070.operations/ | 070.operations/120.external_rights/070.operations
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 070.operations/130.access_license_transfer/070.operations/ | 070.operations/130.access_license_transfer/070.operations
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 080.policy/050.growth/080.policy/ | 080.policy/050.growth/080.policy
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 080.policy/060.builder/080.policy/ | 080.policy/060.builder/080.policy
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 080.policy/070.visual/080.policy/ | 080.policy/070.visual/080.policy
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 080.policy/080.runtime_hosting/080.policy/ | 080.policy/080.runtime_hosting/080.policy
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 080.policy/090.snapshot/080.policy/ | 080.policy/090.snapshot/080.policy
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 080.policy/100.package/080.policy/ | 080.policy/100.package/080.policy
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 080.policy/100.security/ | 080.policy/100.security
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 080.policy/110.distribution/080.policy/ | 080.policy/110.distribution/080.policy
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 080.policy/120.external_rights/080.policy/ | 080.policy/120.external_rights/080.policy
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 080.policy/130.access_license_transfer/080.policy/ | 080.policy/130.access_license_transfer/080.policy
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 080.policy/170.operations-support/ | 080.policy/170.operations-support
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 090.interface/050.growth/090.interface/ | 090.interface/050.growth/090.interface
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 090.interface/060.builder/090.interface/ | 090.interface/060.builder/090.interface
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 090.interface/070.visual/090.interface/ | 090.interface/070.visual/090.interface
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 090.interface/080.runtime_hosting/090.interface/ | 090.interface/080.runtime_hosting/090.interface
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 090.interface/090.snapshot/090.interface/ | 090.interface/090.snapshot/090.interface
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 090.interface/100.package/090.interface/ | 090.interface/100.package/090.interface
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 090.interface/100.security/ | 090.interface/100.security
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 090.interface/110.distribution/090.interface/ | 090.interface/110.distribution/090.interface
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 090.interface/120.external_rights/090.interface/ | 090.interface/120.external_rights/090.interface
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 090.interface/130.access_license_transfer/090.interface/ | 090.interface/130.access_license_transfer/090.interface
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 090.interface/170.operations-support/ | 090.interface/170.operations-support
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 100.security/050.growth/100.security/ | 100.security/050.growth/100.security
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 100.security/060.builder/100.security/ | 100.security/060.builder/100.security
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 100.security/070.visual/100.security/ | 100.security/070.visual/100.security
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 100.security/080.runtime_hosting/100.security/ | 100.security/080.runtime_hosting/100.security
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 100.security/090.snapshot/100.security/ | 100.security/090.snapshot/100.security
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 100.security/100.package/100.security/ | 100.security/100.package/100.security
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 100.security/110.distribution/100.security/ | 100.security/110.distribution/100.security
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 100.security/120.external_rights/100.security/ | 100.security/120.external_rights/100.security
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 100.security/130.access_license_transfer/100.security/ | 100.security/130.access_license_transfer/100.security
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 110.infrastructure/050.growth/110.infrastructure/ | 110.infrastructure/050.growth/110.infrastructure
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 110.infrastructure/060.builder/110.infrastructure/ | 110.infrastructure/060.builder/110.infrastructure
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 110.infrastructure/070.visual/110.infrastructure/ | 110.infrastructure/070.visual/110.infrastructure
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 110.infrastructure/080.runtime_hosting/110.infrastructure/ | 110.infrastructure/080.runtime_hosting/110.infrastructure
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 110.infrastructure/090.snapshot/110.infrastructure/ | 110.infrastructure/090.snapshot/110.infrastructure
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 110.infrastructure/100.package/110.infrastructure/ | 110.infrastructure/100.package/110.infrastructure
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 110.infrastructure/110.distribution/110.infrastructure/ | 110.infrastructure/110.distribution/110.infrastructure
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 110.infrastructure/120.external_rights/110.infrastructure/ | 110.infrastructure/120.external_rights/110.infrastructure
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 110.infrastructure/130.access_license_transfer/110.infrastructure/ | 110.infrastructure/130.access_license_transfer/110.infrastructure
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 120.implementation/050.growth/120.implementation/ | 120.implementation/050.growth/120.implementation
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 120.implementation/060.builder/120.implementation/ | 120.implementation/060.builder/120.implementation
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 120.implementation/070.visual/120.implementation/ | 120.implementation/070.visual/120.implementation
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 120.implementation/080.runtime_hosting/120.implementation/ | 120.implementation/080.runtime_hosting/120.implementation
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 120.implementation/090.snapshot/120.implementation/ | 120.implementation/090.snapshot/120.implementation
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 120.implementation/100.package/120.implementation/ | 120.implementation/100.package/120.implementation
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 120.implementation/110.distribution/120.implementation/ | 120.implementation/110.distribution/120.implementation
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 120.implementation/120.external_rights/120.implementation/ | 120.implementation/120.external_rights/120.implementation
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 120.implementation/130.access_license_transfer/120.implementation/ | 120.implementation/130.access_license_transfer/120.implementation
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 130.development/050.growth/130.development/ | 130.development/050.growth/130.development
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 130.development/060.builder/130.development/ | 130.development/060.builder/130.development
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 130.development/070.visual/130.development/ | 130.development/070.visual/130.development
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 130.development/080.runtime_hosting/130.development/ | 130.development/080.runtime_hosting/130.development
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 130.development/090.snapshot/130.development/ | 130.development/090.snapshot/130.development
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 130.development/100.package/130.development/ | 130.development/100.package/130.development
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 130.development/110.distribution/130.development/ | 130.development/110.distribution/130.development
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 130.development/120.external_rights/130.development/ | 130.development/120.external_rights/130.development
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_dir | 130.development/130.access_license_transfer/130.development/ | 130.development/130.access_license_transfer/130.development
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 000.rules/000.rules/0000000_PERSONA_OS_RULES_INDEX.md | 000.rules/000.rules/0000000_PERSONA_OS_RULES_INDEX.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 000.rules/000.rules/0000001_PERSONA_OS_RULES_OVERVIEW.md | 000.rules/000.rules/0000001_PERSONA_OS_RULES_OVERVIEW.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 000.rules/010.core/000.rules/010.core/0000100_PERSONA_OS_DIRECTORY_STRUCTURE_RULE.md | 000.rules/010.core/000.rules/010.core/0000100_PERSONA_OS_DIRECTORY_STRUCTURE_RULE.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 000.rules/010.core/000.rules/010.core/0000101_PERSONA_OS_CORE_RULE_OVERVIEW.md | 000.rules/010.core/000.rules/010.core/0000101_PERSONA_OS_CORE_RULE_OVERVIEW.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 000.rules/010.core/000.rules/010.core/0000101_PERSONA_OS_LAYER_ORDER_RULE.md | 000.rules/010.core/000.rules/010.core/0000101_PERSONA_OS_LAYER_ORDER_RULE.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 000.rules/010.core/000.rules/010.core/0000102_PERSONA_OS_DOMAIN_MAP_RULE.md | 000.rules/010.core/000.rules/010.core/0000102_PERSONA_OS_DOMAIN_MAP_RULE.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 000.rules/020.identity/000.rules/020.identity/00002001_PERSONA_OS_IDENTITY_RULE_OVERVIEW.md | 000.rules/020.identity/000.rules/020.identity/00002001_PERSONA_OS_IDENTITY_RULE_OVERVIEW.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 000.rules/030.state/000.rules/030.state/00003001_PERSONA_OS_STATE_RULE_OVERVIEW.md | 000.rules/030.state/000.rules/030.state/00003001_PERSONA_OS_STATE_RULE_OVERVIEW.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 000.rules/040.memory/000.rules/040.memory/00004001_PERSONA_OS_MEMORY_RULE_OVERVIEW.md | 000.rules/040.memory/000.rules/040.memory/00004001_PERSONA_OS_MEMORY_RULE_OVERVIEW.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 000.rules/050.growth/000.rules/050.growth/00005001_PERSONA_OS_GROWTH_RULE_OVERVIEW.md | 000.rules/050.growth/000.rules/050.growth/00005001_PERSONA_OS_GROWTH_RULE_OVERVIEW.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 000.rules/060.builder/000.rules/060.builder/00006001_PERSONA_OS_BUILDER_RULE_OVERVIEW.md | 000.rules/060.builder/000.rules/060.builder/00006001_PERSONA_OS_BUILDER_RULE_OVERVIEW.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 000.rules/070.visual/000.rules/070.visual/00007001_PERSONA_OS_VISUAL_RULE_OVERVIEW.md | 000.rules/070.visual/000.rules/070.visual/00007001_PERSONA_OS_VISUAL_RULE_OVERVIEW.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 000.rules/080.runtime_hosting/000.rules/080.runtime_hosting/00008001_PERSONA_OS_RUNTIME_HOSTING_RULE_OVERVIEW.md | 000.rules/080.runtime_hosting/000.rules/080.runtime_hosting/00008001_PERSONA_OS_RUNTIME_HOSTING_RULE_OVERVIEW.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 000.rules/090.snapshot/000.rules/090.snapshot/00009001_PERSONA_OS_SNAPSHOT_RULE_OVERVIEW.md | 000.rules/090.snapshot/000.rules/090.snapshot/00009001_PERSONA_OS_SNAPSHOT_RULE_OVERVIEW.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 000.rules/100.package/000.rules/100.package/00010001_PERSONA_OS_PACKAGE_RULE_OVERVIEW.md | 000.rules/100.package/000.rules/100.package/00010001_PERSONA_OS_PACKAGE_RULE_OVERVIEW.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 000.rules/110.distribution/000.rules/110.distribution/00011001_PERSONA_OS_DISTRIBUTION_RULE_OVERVIEW.md | 000.rules/110.distribution/000.rules/110.distribution/00011001_PERSONA_OS_DISTRIBUTION_RULE_OVERVIEW.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 000.rules/120.external_rights/000.rules/120.external_rights/00012001_PERSONA_OS_EXTERNAL_RIGHTS_RULE_OVERVIEW.md | 000.rules/120.external_rights/000.rules/120.external_rights/00012001_PERSONA_OS_EXTERNAL_RIGHTS_RULE_OVERVIEW.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 000.rules/130.access_license_transfer/000.rules/130.access_license_transfer/00013001_PERSONA_OS_ACCESS_LICENSE_TRANSFER_RULE_OVERVIEW.md | 000.rules/130.access_license_transfer/000.rules/130.access_license_transfer/00013001_PERSONA_OS_ACCESS_LICENSE_TRANSFER_RULE_OVERVIEW.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 000.rules/140.integration/000.rules/140.integration/00014001_PERSONA_OS_INTEGRATION_RULE_OVERVIEW.md | 000.rules/140.integration/000.rules/140.integration/00014001_PERSONA_OS_INTEGRATION_RULE_OVERVIEW.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 000.rules/150.security/000.rules/150.security/00015001_PERSONA_OS_SECURITY_RULE_OVERVIEW.md | 000.rules/150.security/000.rules/150.security/00015001_PERSONA_OS_SECURITY_RULE_OVERVIEW.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 000.rules/160.governance/000.rules/160.governance/00016001_PERSONA_OS_GOVERNANCE_RULE_OVERVIEW.md | 000.rules/160.governance/000.rules/160.governance/00016001_PERSONA_OS_GOVERNANCE_RULE_OVERVIEW.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 000.rules/170.operations_support/000.rules/170.operations_support/00017001_PERSONA_OS_OPERATIONS_SUPPORT_RULE_OVERVIEW.md | 000.rules/170.operations_support/000.rules/170.operations_support/00017001_PERSONA_OS_OPERATIONS_SUPPORT_RULE_OVERVIEW.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 010.constitution/010.constitution/0100000_CONSTITUTION_INDEX.md | 010.constitution/010.constitution/0100000_CONSTITUTION_INDEX.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 010.constitution/010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md | 010.constitution/010.constitution/0100000_PERSONA_OS_CONSTITUTION_INDEX.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 010.constitution/010.constitution/0100001_CONSTITUTION_OVERVIEW.md | 010.constitution/010.constitution/0100001_CONSTITUTION_OVERVIEW.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 010.constitution/010.constitution/0100001_PERSONA_OS_CONSTITUTION_OVERVIEW.md | 010.constitution/010.constitution/0100001_PERSONA_OS_CONSTITUTION_OVERVIEW.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 010.constitution/010.constitution/0100002_PERSONA_OS_CONSTITUTION.md | 010.constitution/010.constitution/0100002_PERSONA_OS_CONSTITUTION.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 010.constitution/010.constitution/0100003_PERSONA_EXISTENCE_MODEL.md | 010.constitution/010.constitution/0100003_PERSONA_EXISTENCE_MODEL.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 010.constitution/010.constitution/0100004_PERSONA_RIGHTS_MODEL.md | 010.constitution/010.constitution/0100004_PERSONA_RIGHTS_MODEL.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 010.constitution/010.constitution/0100005_PERSONA_DEATH_MODEL.md | 010.constitution/010.constitution/0100005_PERSONA_DEATH_MODEL.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 010.constitution/010.constitution/0100006_PERSONA_REINCARNATION_MODEL.md | 010.constitution/010.constitution/0100006_PERSONA_REINCARNATION_MODEL.md
000000_PERSONA_OS_CANONICAL_FULL.md | root_relative | missing_file | 010.constitution/010.constitution/0100007_PERSONA_WORLD_RELATION_MODEL.md | 010.constitution/010.constitution/0100007_PERSONA_WORLD_RELATION_MODEL.md
